1,1,レベル1,1,喜ぶ・喜び,bel,TRUE
2,1,レベル1,1,喜ぶ・喜び,yaj,FALSE
3,1,レベル1,1,喜ぶ・喜び,bej,FALSE
4,1,レベル1,1,喜ぶ・喜び,chal,FALSE
5,1,レベル1,2,学ぶ,ghoj,TRUE
6,1,レベル1,2,学ぶ,jup,FALSE
7,1,レベル1,2,学ぶ,ghojmoH,FALSE
8,1,レベル1,2,学ぶ,Dal,FALSE
9,1,レベル1,3,女性,IoD,FALSE
10,1,レベル1,3,女性,be’,TRUE
11,1,レベル1,3,女性,ghaj,FALSE
12,1,レベル1,3,女性,ba’,FALSE
13,1,レベル1,4,男性,Dun,FALSE
14,1,レベル1,4,男性,IoD,TRUE
15,1,レベル1,4,男性,IaD,FALSE
16,1,レベル1,4,男性,nuv,FALSE
17,1,レベル1,5,読む,Do’,FALSE
18,1,レベル1,5,読む,Har,FALSE
19,1,レベル1,5,読む,IaD,TRUE
20,1,レベル1,5,読む,chal,FALSE
21,1,レベル1,6,聞く,be’,FALSE
22,1,レベル1,6,聞く,Ij,TRUE
23,1,レベル1,6,聞く,nuv,FALSE
24,1,レベル1,6,聞く,pag,FALSE
25,1,レベル1,7,面白い,Daj,TRUE
26,1,レベル1,7,面白い,bang,FALSE
27,1,レベル1,7,面白い,Dal,FALSE
28,1,レベル1,7,面白い,chup,FALSE
29,1,レベル1,8,幸運,bIQ,FALSE
30,1,レベル1,8,幸運,chuch,FALSE
31,1,レベル1,8,幸運,ja’,FALSE
32,1,レベル1,8,幸運,Do’,TRUE
33,1,レベル1,9,信じる,Del,FALSE
34,1,レベル1,9,信じる,Har,TRUE
35,1,レベル1,9,信じる,ngong,FALSE
36,1,レベル1,9,信じる,pag,FALSE
37,1,レベル1,10,宇宙,DaH,FALSE
38,1,レベル1,10,宇宙,yaj,FALSE
39,1,レベル1,10,宇宙,’u’,TRUE
40,1,レベル1,10,宇宙,bech,FALSE
